"sentence","score"
Công ty thúc đẩy đa dạng hóa trong ban lãnh đạo với 40% là phụ nữ.,0.8
Chúng tôi tổ chức các chương trình đào tạo định kỳ cho nhân viên về an toàn lao động.,0.75
Hiện tại chúng tôi chưa có chính sách hỗ trợ nhân viên có con nhỏ.,0.4
Công ty đã đóng góp cho các tổ chức từ thiện địa phương trong năm nay.,0.7
Chúng tôi có tỷ lệ nhân viên nữ cao hơn ngành bình quân.,0.8
Công ty cam kết không sử dụng lao động trẻ em trong chuỗi cung ứng.,0.9
Hiện tại chúng tôi chưa có kế hoạch để cải thiện điều kiện làm việc cho nhân viên.,0.3
Công ty đã nhận được giải thưởng về trách nhiệm xã hội doanh nghiệp.,0.85
Chúng tôi có chính sách lương bình đẳng giữa nam và nữ.,0.8
Mặc dù có cam kết về đa dạng nhưng tỷ lệ nhân viên thuộc nhóm thiểu số vẫn thấp.,0.5
Công ty đã triển khai các chương trình hỗ trợ sức khỏe tinh thần cho nhân viên.,0.8
Chúng tôi có tỷ lệ nghỉ việc thấp nhờ vào môi trường làm việc tốt.,0.75
Hiện tại chúng tôi chưa có chính sách về quyền lợi của người lao động nhập cư.,0.4
Công ty đã tham gia vào các dự án phát triển cộng đồng địa phương.,0.8
Chúng tôi có chính sách minh bạch trong việc tuyển dụng nhân viên.,0.7
Hiện tại chúng tôi vẫn có khoảng cách lương giữa nam và nữ.,0.3
Công ty đã đạt được mục tiêu không có tai nạn lao động trong năm nay.,0.9
Chúng tôi cung cấp các khóa đào tạo phát triển kỹ năng cho nhân viên.,0.8
Mặc dù có kế hoạch cải thiện nhưng hiện tại công ty vẫn có nhiều khiếu nại từ khách hàng.,0.4
Công ty đã nhận được sự công nhận về văn hóa làm việc tích cực.,0.85
Chúng tôi có chính sách hỗ trợ nhân viên trong việc cân bằng công việc và cuộc sống.,0.8
Hiện tại chúng tôi chưa có kế hoạch để thúc đẩy đa dạng hóa trong ban lãnh đạo.,0.3
Công ty đã triển khai các biện pháp an toàn nghiêm ngặt trong mùa dịch.,0.8
Chúng tôi có tỷ lệ hài lòng của nhân viên cao.,0.75
Hiện tại chúng tôi chưa có chính sách về quyền lợi của người lao động khuyết tật.,0.4
Công ty đã đóng góp cho các quỹ học bổng cho trẻ em nghèo.,0.8
Chúng tôi có chính sách bảo vệ quyền lợi của người lao động.,0.7
Hiện tại chúng tôi vẫn có nhiều tranh chấp lao động.,0.2
Công ty đã đạt được mục tiêu không có phân biệt đối xử trong nơi làm việc.,0.9
Chúng tôi cung cấp các lợi ích y tế toàn diện cho nhân viên.,0.8
Mặc dù có cam kết về trách nhiệm xã hội nhưng hiện tại công ty vẫn gây ra nhiều vấn đề cho cộng đồng.,0.4
Công ty đã nhận được giải thưởng về quản lý nhân sự xuất sắc.,0.85
Chúng tôi có chính sách khuyến khích nhân viên tham gia vào các hoạt động tình nguyện.,0.8
Hiện tại chúng tôi chưa có kế hoạch để cải thiện điều kiện làm việc cho nhân viên phòng ban.,0.3
Công ty đã triển khai các chương trình đào tạo kỹ năng mềm cho nhân viên.,0.8
Chúng tôi có tỷ lệ giữ chân nhân viên cao.,0.75
Hiện tại chúng tôi chưa có chính sách về quyền lợi của người lao động cao tuổi.,0.4
Công ty đã đóng góp cho các dự án bảo vệ trẻ em.,0.8
Chúng tôi có chính sách minh bạch trong việc xử lý khiếu nại của nhân viên.,0.7
Hiện tại chúng tôi vẫn có nhiều vấn đề về an toàn lao động.,0.2
Công ty đã đạt được mục tiêu không có phân biệt đối xử trong tuyển dụng.,0.9
Chúng tôi cung cấp các khóa đào tạo phát triển nghề nghiệp cho nhân viên.,0.8
Mặc dù có kế hoạch cải thiện nhưng hiện tại công ty vẫn có nhiều khiếu nại từ nhân viên.,0.4
Công ty đã nhận được sự công nhận về văn hóa đa dạng và hòa nhập.,0.85
Chúng tôi có chính sách hỗ trợ nhân viên trong việc phát triển sự nghiệp.,0.8
Hiện tại chúng tôi chưa có kế hoạch để thúc đẩy sự tham gia của cộng đồng.,0.3
Công ty đã triển khai các biện pháp an toàn trong mùa dịch bệnh.,0.8
Chúng tôi có tỷ lệ hài lòng của khách hàng cao.,0.75
Hiện tại chúng tôi chưa có chính sách về quyền lợi của người lao động LGBT.,0.4
Hội đồng quản trị bao gồm các thành viên độc lập và có kinh nghiệm.,0.85
Chúng tôi có chính sách minh bạch trong việc báo cáo tài chính.,0.8
Công ty tuân thủ các quy định chống tham nhũng.,0.7
Hiện tại chúng tôi chưa công bố báo cáo ESG hàng năm.,0.3
Quyền lợi của cổ đông được bảo vệ thông qua các cuộc họp định kỳ và bỏ phiếu.,0.75
Công ty có cấu trúc quản trị rõ ràng và minh bạch.,0.8
Chúng tôi có chính sách kiểm soát nội bộ mạnh mẽ.,0.7
Hiện tại chúng tôi chưa có kế hoạch để cải thiện quản trị công ty.,0.4
Công ty đã nhận được giải thưởng về quản trị công ty xuất sắc.,0.85
Chúng tôi có hội đồng quản trị đa dạng với các thành viên từ nhiều nền tảng khác nhau.,0.8
Mặc dù có cam kết về minh bạch nhưng hiện tại công ty vẫn có nhiều vấn đề về báo cáo tài chính.,0.4
Công ty đã triển khai các biện pháp chống rửa tiền.,0.8
Chúng tôi có chính sách bồi thường hợp lý cho ban lãnh đạo.,0.75
Hiện tại chúng tôi chưa có kế hoạch để cải thiện quyền lợi của cổ đông.,0.3
Công ty đã công bố báo cáo trách nhiệm xã hội doanh nghiệp hàng năm.,0.8
Chúng tôi có hệ thống kiểm soát nội bộ hiệu quả.,0.7
Hiện tại chúng tôi vẫn có nhiều vấn đề về tuân thủ pháp luật.,0.2
Công ty đã đạt được mục tiêu không có tranh chấp với cổ đông trong năm nay.,0.9
Chúng tôi có chính sách minh bạch trong việc tiết lộ thông tin quan trọng.,0.8
Mặc dù có kế hoạch cải thiện nhưng hiện tại công ty vẫn có nhiều vấn đề về quản trị rủi ro.,0.4
Công ty đã nhận được sự công nhận về quản trị công ty từ các tổ chức quốc tế.,0.85
Chúng tôi có hội đồng quản trị với sự tham gia của các chuyên gia độc lập.,0.8
Hiện tại chúng tôi chưa có kế hoạch để cải thiện minh bạch trong hoạt động kinh doanh.,0.3
Công ty đã triển khai các biện pháp ngăn ngừa tham nhũng.,0.8
Chúng tôi có chính sách bồi thường liên kết với hiệu suất công ty.,0.75
Hiện tại chúng tôi chưa có kế hoạch để cải thiện quy trình ra quyết định.,0.4
Công ty đã công bố báo cáo bền vững hàng năm.,0.8
Chúng tôi có hệ thống quản trị rủi ro hiệu quả.,0.7
Hiện tại chúng tôi vẫn có nhiều vấn đề về tuân thủ quy định.,0.2
Công ty đã đạt được mục tiêu không có tranh chấp pháp lý trong năm nay.,0.9
Chúng tôi có chính sách minh bạch trong việc tiết lộ thông tin tài chính.,0.8
Mặc dù có cam kết về quản trị công ty nhưng hiện tại công ty vẫn có nhiều vấn đề về trách nhiệm của ban lãnh đạo.,0.4
Công ty đã nhận được giải thưởng về minh bạch doanh nghiệp.,0.85
Chúng tôi có hội đồng quản trị với sự tham gia của các cổ đông lớn.,0.8
Hiện tại chúng tôi chưa có kế hoạch để cải thiện quyền lợi của người lao động.,0.3
Công ty đã triển khai các biện pháp bảo vệ dữ liệu cá nhân.,0.8
Chúng tôi có chính sách bồi thường công bằng cho nhân viên.,0.75
Hiện tại chúng tôi chưa có kế hoạch để cải thiện mối quan hệ với cộng đồng.,0.4
Công ty đã công bố báo cáo ESG chi tiết.,0.8
Chúng tôi có hệ thống kiểm soát nội bộ được kiểm toán độc lập.,0.7
Hiện tại chúng tôi vẫn có nhiều vấn đề về tuân thủ luật pháp lao động.,0.2
Công ty đã đạt được mục tiêu không có khiếu nại từ cổ đông trong năm nay.,0.9
Chúng tôi có chính sách minh bạch trong việc tiết lộ thông tin chiến lược.,0.8
Mặc dù có kế hoạch cải thiện nhưng hiện tại công ty vẫn có nhiều vấn đề về quản trị rủi ro tài chính.,0.4
Công ty đã nhận được sự công nhận về quản trị công ty từ các hiệp hội ngành.,0.85
Chúng tôi có hội đồng quản trị với sự tham gia của các chuyên gia quốc tế.,0.8
Hiện tại chúng tôi chưa có kế hoạch để cải minh bạch trong chuỗi cung ứng.,0.3
Công ty đã triển khai các biện pháp ngăn ngừa gian lận tài chính.,0.8
Chúng tôi có chính sách bồi thường liên kết với mục tiêu bền vững.,0.75
Hiện tại chúng tôi vẫn có nhiều vấn đề về tuân thủ quy định môi trường.,0.2
